Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_5,bedroom_6,bathroom_1,bathroom_2,bathroom_3,bathroom_4,bathroom_5,kitchen,living_room,dining,listing_type
9676 Pomeroy Ave,San Jose,CA,95150,"6,730",4,4,4487,Single Family,property_images/single_family_images/single_family_75.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,house_detailed_images/bedroom/bed_84.jpg,house_detailed_images/bedroom/bed_3.jpg,,,house_detailed_images/bathroom/bath_413.jpg,house_detailed_images/bathroom/bath_202.jpg,house_detailed_images/bathroom/bath_95.jpg,house_detailed_images/bathroom/bath_400.jpg,,house_detailed_images/kitchen/kitchen_772.jpg,house_detailed_images/livingroom/living_464.jpg,house_detailed_images/dining/dining_170.jpg,Rent
3747 Mabury Rd,San Jose,CA,95125,"940,800",3,2,2352,Single Family,property_images/single_family_images/single_family_76.jpg,house_detailed_images/bedroom/bed_61.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,,,,house_detailed_images/bathroom/bath_386.jpg,house_detailed_images/bathroom/bath_143.jpg,,,,house_detailed_images/kitchen/kitchen_750.jpg,house_detailed_images/livingroom/living_278.jpg,house_detailed_images/dining/dining_208.jpg,For Sale
9761 Santa Teresa Blvd,San Jose,CA,95128,"1,825,600",1,1,4564,Apartment,property_images/apartment_images/apartment_89.jpg,house_detailed_images/bedroom/bed_55.jpg,,,,,,house_detailed_images/bathroom/bath_9.jpg,,,,,house_detailed_images/kitchen/kitchen_309.jpg,house_detailed_images/livingroom/living_108.jpg,,For Sale
8848 Lick Mill Blvd,San Jose,CA,95193,"2,800",4,1,1622,Single Family,property_images/single_family_images/single_family_77.jpg,house_detailed_images/bedroom/bed_58.jpg,house_detailed_images/bedroom/bed_88.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bedroom/bed_16.jpg,,,house_detailed_images/bathroom/bath_407.jpg,,,,,house_detailed_images/kitchen/kitchen_595.jpg,house_detailed_images/livingroom/living_72.jpg,house_detailed_images/dining/dining_431.jpg,Rent
7855 Tully Rd,San Jose,CA,95114,"626,400",3,4,1566,Single Family,property_images/single_family_images/single_family_78.jpg,house_detailed_images/bedroom/bed_53.jpg,house_detailed_images/bedroom/bed_31.jpg,house_detailed_images/bedroom/bed_1.jpg,,,,house_detailed_images/bathroom/bath_355.jpg,house_detailed_images/bathroom/bath_5.jpg,house_detailed_images/bathroom/bath_194.jpg,house_detailed_images/bathroom/bath_247.jpg,,house_detailed_images/kitchen/kitchen_161.jpg,house_detailed_images/livingroom/living_293.jpg,house_detailed_images/dining/dining_382.jpg,For Sale
1719 Santa Teresa Blvd,San Jose,CA,95193,"3,700",1,3,2467,Single Family,property_images/single_family_images/single_family_79.jpg,house_detailed_images/bedroom/bed_35.jpg,,,,,,house_detailed_images/bathroom/bath_483.jpg,house_detailed_images/bathroom/bath_467.jpg,house_detailed_images/bathroom/bath_213.jpg,,,house_detailed_images/kitchen/kitchen_25.jpg,house_detailed_images/livingroom/living_159.jpg,house_detailed_images/dining/dining_182.jpg,Rent
7680 Senter Rd,San Jose,CA,95132,"386,400",6,3,966,Single Family,property_images/single_family_images/single_family_80.jpg,house_detailed_images/bedroom/bed_99.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bedroom/bed_77.jpg,house_detailed_images/bedroom/bed_76.jpg,house_detailed_images/bedroom/bed_24.jpg,house_detailed_images/bedroom/bed_60.jpg,house_detailed_images/bathroom/bath_430.jpg,house_detailed_images/bathroom/bath_368.jpg,house_detailed_images/bathroom/bath_306.jpg,,,house_detailed_images/kitchen/kitchen_269.jpg,house_detailed_images/livingroom/living_391.jpg,house_detailed_images/dining/dining_166.jpg,For Sale
4290 Muirwood Dr,San Jose,CA,95169,"2,800",4,3,1729,Apartment,property_images/apartment_images/apartment_90.jpg,house_detailed_images/bedroom/bed_48.jpg,house_detailed_images/bedroom/bed_72.jpg,house_detailed_images/bedroom/bed_78.jpg,house_detailed_images/bedroom/bed_45.jpg,,,house_detailed_images/bathroom/bath_116.jpg,house_detailed_images/bathroom/bath_308.jpg,house_detailed_images/bathroom/bath_297.jpg,,,house_detailed_images/kitchen/kitchen_590.jpg,house_detailed_images/livingroom/living_50.jpg,,Rent
4272 Muirwood Dr,San Jose,CA,95142,"2,800",4,2,998,Single Family,property_images/single_family_images/single_family_81.jpg,house_detailed_images/bedroom/bed_17.jpg,house_detailed_images/bedroom/bed_11.jpg,house_detailed_images/bedroom/bed_73.jpg,house_detailed_images/bedroom/bed_86.jpg,,,house_detailed_images/bathroom/bath_182.jpg,house_detailed_images/bathroom/bath_86.jpg,,,,house_detailed_images/kitchen/kitchen_689.jpg,house_detailed_images/livingroom/living_177.jpg,house_detailed_images/dining/dining_53.jpg,Rent
1874 Silver Creek Valley Rd,San Jose,CA,95123,"2,925",4,1,1950,Apartment,property_images/apartment_images/apartment_91.jpg,house_detailed_images/bedroom/bed_14.jpg,house_detailed_images/bedroom/bed_6.jpg,house_detailed_images/bedroom/bed_96.jpg,house_detailed_images/bedroom/bed_38.jpg,,,house_detailed_images/bathroom/bath_60.jpg,,,,,house_detailed_images/kitchen/kitchen_920.jpg,house_detailed_images/livingroom/living_486.jpg,,Rent
9726 Senter Rd,San Jose,CA,95115,"1,484,800",1,1,3712,Apartment,property_images/apartment_images/apartment_92.jpg,house_detailed_images/bedroom/bed_34.jpg,,,,,,house_detailed_images/bathroom/bath_426.jpg,,,,,house_detailed_images/kitchen/kitchen_529.jpg,house_detailed_images/livingroom/living_157.jpg,,For Sale
5776 Lick Mill Blvd,San Jose,CA,95114,"1,224,800",1,4,3062,Apartment,property_images/apartment_images/apartment_93.jpg,house_detailed_images/bedroom/bed_10.jpg,,,,,,house_detailed_images/bathroom/bath_440.jpg,house_detailed_images/bathroom/bath_140.jpg,house_detailed_images/bathroom/bath_273.jpg,house_detailed_images/bathroom/bath_151.jpg,,house_detailed_images/kitchen/kitchen_178.jpg,house_detailed_images/livingroom/living_272.jpg,,For Sale
2993 Mabury Rd,San Jose,CA,95132,"1,607,200",2,3,4018,Apartment,property_images/apartment_images/apartment_94.jpg,house_detailed_images/bedroom/bed_9.jpg,house_detailed_images/bedroom/bed_100.jpg,,,,,house_detailed_images/bathroom/bath_360.jpg,house_detailed_images/bathroom/bath_24.jpg,house_detailed_images/bathroom/bath_229.jpg,,,house_detailed_images/kitchen/kitchen_342.jpg,house_detailed_images/livingroom/living_264.jpg,,For Sale
8785 Jackson Ave,San Jose,CA,95161,"1,261,200",2,3,3153,Apartment,property_images/apartment_images/apartment_95.jpg,house_detailed_images/bedroom/bed_47.jpg,house_detailed_images/bedroom/bed_33.jpg,,,,,house_detailed_images/bathroom/bath_281.jpg,house_detailed_images/bathroom/bath_250.jpg,house_detailed_images/bathroom/bath_261.jpg,,,house_detailed_images/kitchen/kitchen_78.jpg,house_detailed_images/livingroom/living_461.jpg,,For Sale
5862 Almaden Rd,San Jose,CA,95147,"1,342,800",6,2,3357,Apartment,property_images/apartment_images/apartment_96.jpg,house_detailed_images/bedroom/bed_2.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,house_detailed_images/bedroom/bed_28.jpg,house_detailed_images/bathroom/bath_66.jpg,house_detailed_images/bathroom/bath_104.jpg,,,,house_detailed_images/kitchen/kitchen_580.jpg,house_detailed_images/livingroom/living_443.jpg,,For Sale
4339 Pomeroy Ave,San Jose,CA,95140,"351,600",3,4,879,Single Family,property_images/single_family_images/single_family_82.jpg,house_detailed_images/bedroom/bed_42.jpg,house_detailed_images/bedroom/bed_7.jpg,house_detailed_images/bedroom/bed_56.jpg,,,,house_detailed_images/bathroom/bath_204.jpg,house_detailed_images/bathroom/bath_49.jpg,house_detailed_images/bathroom/bath_340.jpg,house_detailed_images/bathroom/bath_323.jpg,,house_detailed_images/kitchen/kitchen_971.jpg,house_detailed_images/livingroom/living_462.jpg,house_detailed_images/dining/dining_63.jpg,For Sale
6961 Lelong St,San Jose,CA,95119,"1,684,800",6,2,4212,Apartment,property_images/apartment_images/apartment_97.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bathroom/bath_307.jpg,house_detailed_images/bathroom/bath_417.jpg,,,,house_detailed_images/kitchen/kitchen_788.jpg,house_detailed_images/livingroom/living_395.jpg,,For Sale
1808 Tully Rd,San Jose,CA,95126,"4,208",2,4,2805,Single Family,property_images/single_family_images/single_family_83.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,,,,,house_detailed_images/bathroom/bath_425.jpg,house_detailed_images/bathroom/bath_35.jpg,house_detailed_images/bathroom/bath_88.jpg,house_detailed_images/bathroom/bath_14.jpg,,house_detailed_images/kitchen/kitchen_534.jpg,house_detailed_images/livingroom/living_112.jpg,house_detailed_images/dining/dining_193.jpg,Rent
6399 South Bascom Ave,San Jose,CA,95133,"622,400",4,1,1556,Single Family,property_images/single_family_images/single_family_84.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,house_detailed_images/bedroom/bed_89.jpg,house_detailed_images/bedroom/bed_19.jpg,,,house_detailed_images/bathroom/bath_349.jpg,,,,,house_detailed_images/kitchen/kitchen_856.jpg,house_detailed_images/livingroom/living_270.jpg,house_detailed_images/dining/dining_152.jpg,For Sale
7134 Pomeroy Ave,San Jose,CA,95164,"3,038",4,2,2025,Single Family,property_images/single_family_images/single_family_85.jpg,house_detailed_images/bedroom/bed_66.jpg,house_detailed_images/bedroom/bed_41.jpg,house_detailed_images/bedroom/bed_20.jpg,house_detailed_images/bedroom/bed_85.jpg,,,house_detailed_images/bathroom/bath_73.jpg,house_detailed_images/bathroom/bath_209.jpg,,,,house_detailed_images/kitchen/kitchen_824.jpg,house_detailed_images/livingroom/living_263.jpg,house_detailed_images/dining/dining_204.jpg,Rent
1551 Piedmont Rd,San Jose,CA,95140,"1,373,200",4,3,3433,Single Family,property_images/single_family_images/single_family_86.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,house_detailed_images/bedroom/bed_54.jpg,,,house_detailed_images/bathroom/bath_135.jpg,house_detailed_images/bathroom/bath_3.jpg,house_detailed_images/bathroom/bath_133.jpg,,,house_detailed_images/kitchen/kitchen_140.jpg,house_detailed_images/livingroom/living_420.jpg,house_detailed_images/dining/dining_197.jpg,For Sale
3239 Santa Teresa Blvd,San Jose,CA,95173,"1,036,400",1,2,2591,Apartment,property_images/apartment_images/apartment_98.jpg,house_detailed_images/bedroom/bed_37.jpg,,,,,,house_detailed_images/bathroom/bath_457.jpg,house_detailed_images/bathroom/bath_226.jpg,,,,house_detailed_images/kitchen/kitchen_244.jpg,house_detailed_images/livingroom/living_80.jpg,,For Sale
8119 El Camino Real,San Jose,CA,95168,"1,397,200",1,3,3493,Apartment,property_images/apartment_images/apartment_99.jpg,house_detailed_images/bedroom/bed_98.jpg,,,,,,house_detailed_images/bathroom/bath_11.jpg,house_detailed_images/bathroom/bath_71.jpg,house_detailed_images/bathroom/bath_300.jpg,,,house_detailed_images/kitchen/kitchen_842.jpg,house_detailed_images/livingroom/living_415.jpg,,For Sale
1503 Senter Rd,San Jose,CA,95136,"2,800",6,4,889,Single Family,property_images/single_family_images/single_family_87.jpg,house_detailed_images/bedroom/bed_81.jpg,house_detailed_images/bedroom/bed_21.jpg,house_detailed_images/bedroom/bed_75.jpg,house_detailed_images/bedroom/bed_50.jpg,house_detailed_images/bedroom/bed_80.jpg,house_detailed_images/bedroom/bed_83.jpg,house_detailed_images/bathroom/bath_319.jpg,house_detailed_images/bathroom/bath_12.jpg,house_detailed_images/bathroom/bath_453.jpg,house_detailed_images/bathroom/bath_270.jpg,,house_detailed_images/kitchen/kitchen_807.jpg,house_detailed_images/livingroom/living_397.jpg,house_detailed_images/dining/dining_117.jpg,Rent
3299 McLaughlin Ave,San Jose,CA,95153,"431,200",1,1,1078,Apartment,property_images/apartment_images/apartment_100.jpg,house_detailed_images/bedroom/bed_64.jpg,,,,,,house_detailed_images/bathroom/bath_212.jpg,,,,,house_detailed_images/kitchen/kitchen_288.jpg,house_detailed_images/livingroom/living_23.jpg,,For Sale
8629 Senter Rd,San Jose,CA,95113,"1,371,200",1,3,3428,Single Family,property_images/single_family_images/single_family_88.jpg,house_detailed_images/bedroom/bed_59.jpg,,,,,,house_detailed_images/bathroom/bath_454.jpg,house_detailed_images/bathroom/bath_493.jpg,house_detailed_images/bathroom/bath_248.jpg,,,house_detailed_images/kitchen/kitchen_4.jpg,house_detailed_images/livingroom/living_192.jpg,house_detailed_images/dining/dining_44.jpg,For Sale
2273 Almaden Rd,San Jose,CA,95138,"1,126,000",6,3,2815,Single Family,property_images/single_family_images/single_family_89.jpg,house_detailed_images/bedroom/bed_26.jpg,house_detailed_images/bedroom/bed_65.jpg,house_detailed_images/bedroom/bed_32.jpg,house_detailed_images/bedroom/bed_30.jpg,house_detailed_images/bedroom/bed_25.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bathroom/bath_109.jpg,house_detailed_images/bathroom/bath_371.jpg,house_detailed_images/bathroom/bath_310.jpg,,,house_detailed_images/kitchen/kitchen_418.jpg,house_detailed_images/livingroom/living_200.jpg,house_detailed_images/dining/dining_209.jpg,For Sale
4447 Almaden Rd,San Jose,CA,95132,"1,559,200",3,3,3898,Single Family,property_images/single_family_images/single_family_90.jpg,house_detailed_images/bedroom/bed_36.jpg,house_detailed_images/bedroom/bed_40.jpg,house_detailed_images/bedroom/bed_93.jpg,,,,house_detailed_images/bathroom/bath_403.jpg,house_detailed_images/bathroom/bath_53.jpg,house_detailed_images/bathroom/bath_37.jpg,,,house_detailed_images/kitchen/kitchen_642.jpg,house_detailed_images/livingroom/living_455.jpg,house_detailed_images/dining/dining_89.jpg,For Sale
4386 Mabury Rd,San Jose,CA,95137,"2,800",4,2,947,Single Family,property_images/single_family_images/single_family_91.jpg,house_detailed_images/bedroom/bed_49.jpg,house_detailed_images/bedroom/bed_13.jpg,house_detailed_images/bedroom/bed_82.jpg,house_detailed_images/bedroom/bed_29.jpg,,,house_detailed_images/bathroom/bath_243.jpg,house_detailed_images/bathroom/bath_233.jpg,,,,house_detailed_images/kitchen/kitchen_228.jpg,house_detailed_images/livingroom/living_303.jpg,house_detailed_images/dining/dining_326.jpg,Rent
6688 Almaden Rd,San Jose,CA,95174,"1,820,800",4,3,4552,Single Family,property_images/single_family_images/single_family_92.jpg,house_detailed_images/bedroom/bed_51.jpg,house_detailed_images/bedroom/bed_43.jpg,house_detailed_images/bedroom/bed_22.jpg,house_detailed_images/bedroom/bed_46.jpg,,,house_detailed_images/bathroom/bath_424.jpg,house_detailed_images/bathroom/bath_227.jpg,house_detailed_images/bathroom/bath_168.jpg,,,house_detailed_images/kitchen/kitchen_478.jpg,house_detailed_images/livingroom/living_110.jpg,house_detailed_images/dining/dining_480.jpg,For Sale
1332 McLaughlin Ave,San Jose,CA,95140,"4,748",3,4,3165,Single Family,property_images/single_family_images/single_family_93.jpg,house_detailed_images/bedroom/bed_8.jpg,house_detailed_images/bedroom/bed_39.jpg,house_detailed_images/bedroom/bed_63.jpg,,,,house_detailed_images/bathroom/bath_59.jpg,house_detailed_images/bathroom/bath_106.jpg,house_detailed_images/bathroom/bath_414.jpg,house_detailed_images/bathroom/bath_105.jpg,,house_detailed_images/kitchen/kitchen_95.jpg,house_detailed_images/livingroom/living_13.jpg,house_detailed_images/dining/dining_364.jpg,Rent
8762 McKee Rd,San Jose,CA,95199,"2,800",4,1,1416,Apartment,property_images/apartment_images/apartment_101.jpg,house_detailed_images/bedroom/bed_97.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,house_detailed_images/bedroom/bed_84.jpg,,,house_detailed_images/bathroom/bath_488.jpg,,,,,house_detailed_images/kitchen/kitchen_726.jpg,house_detailed_images/livingroom/living_449.jpg,,Rent
1908 Piedmont Rd,San Jose,CA,95169,"4,368",1,1,2912,Apartment,property_images/apartment_images/apartment_102.jpg,house_detailed_images/bedroom/bed_3.jpg,,,,,,house_detailed_images/bathroom/bath_497.jpg,,,,,house_detailed_images/kitchen/kitchen_59.jpg,house_detailed_images/livingroom/living_459.jpg,,Rent
3456 Silver Creek Valley Rd,San Jose,CA,95168,"468,800",6,2,1172,Apartment,property_images/apartment_images/apartment_103.jpg,house_detailed_images/bedroom/bed_61.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,house_detailed_images/bedroom/bed_55.jpg,house_detailed_images/bedroom/bed_58.jpg,house_detailed_images/bedroom/bed_88.jpg,house_detailed_images/bathroom/bath_394.jpg,house_detailed_images/bathroom/bath_474.jpg,,,,house_detailed_images/kitchen/kitchen_251.jpg,house_detailed_images/livingroom/living_182.jpg,,For Sale
4644 South Bascom Ave,San Jose,CA,95182,"6,573",4,4,4382,Single Family,property_images/single_family_images/single_family_94.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bedroom/bed_16.jpg,house_detailed_images/bedroom/bed_53.jpg,house_detailed_images/bedroom/bed_31.jpg,,,house_detailed_images/bathroom/bath_46.jpg,house_detailed_images/bathroom/bath_18.jpg,house_detailed_images/bathroom/bath_156.jpg,house_detailed_images/bathroom/bath_286.jpg,,house_detailed_images/kitchen/kitchen_396.jpg,house_detailed_images/livingroom/living_356.jpg,house_detailed_images/dining/dining_111.jpg,Rent
5591 Senter Rd,San Jose,CA,95165,"6,778",5,2,4519,Apartment,property_images/apartment_images/apartment_104.jpg,house_detailed_images/bedroom/bed_1.jpg,house_detailed_images/bedroom/bed_35.jpg,house_detailed_images/bedroom/bed_99.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bedroom/bed_77.jpg,,house_detailed_images/bathroom/bath_485.jpg,house_detailed_images/bathroom/bath_28.jpg,,,,house_detailed_images/kitchen/kitchen_695.jpg,house_detailed_images/livingroom/living_14.jpg,,Rent
6872 Silver Creek Valley Rd,San Jose,CA,95152,"1,226,000",5,4,3065,Single Family,property_images/single_family_images/single_family_95.jpg,house_detailed_images/bedroom/bed_76.jpg,house_detailed_images/bedroom/bed_24.jpg,house_detailed_images/bedroom/bed_60.jpg,house_detailed_images/bedroom/bed_48.jpg,house_detailed_images/bedroom/bed_72.jpg,,house_detailed_images/bathroom/bath_436.jpg,house_detailed_images/bathroom/bath_170.jpg,house_detailed_images/bathroom/bath_264.jpg,house_detailed_images/bathroom/bath_330.jpg,,house_detailed_images/kitchen/kitchen_494.jpg,house_detailed_images/livingroom/living_115.jpg,house_detailed_images/dining/dining_427.jpg,For Sale
2916 Brophy Ct,San Jose,CA,95185,"1,184,800",3,2,2962,Single Family,property_images/single_family_images/single_family_96.jpg,house_detailed_images/bedroom/bed_78.jpg,house_detailed_images/bedroom/bed_45.jpg,house_detailed_images/bedroom/bed_17.jpg,,,,house_detailed_images/bathroom/bath_221.jpg,house_detailed_images/bathroom/bath_479.jpg,,,,house_detailed_images/kitchen/kitchen_599.jpg,house_detailed_images/livingroom/living_383.jpg,house_detailed_images/dining/dining_271.jpg,For Sale
8020 Tully Rd,San Jose,CA,95174,"1,702,800",3,2,4257,Single Family,property_images/single_family_images/single_family_97.jpg,house_detailed_images/bedroom/bed_11.jpg,house_detailed_images/bedroom/bed_73.jpg,house_detailed_images/bedroom/bed_86.jpg,,,,house_detailed_images/bathroom/bath_384.jpg,house_detailed_images/bathroom/bath_336.jpg,,,,house_detailed_images/kitchen/kitchen_766.jpg,house_detailed_images/livingroom/living_188.jpg,house_detailed_images/dining/dining_207.jpg,For Sale
2580 Muirwood Dr,San Jose,CA,95163,"887,600",3,4,2219,Single Family,property_images/single_family_images/single_family_98.jpg,house_detailed_images/bedroom/bed_14.jpg,house_detailed_images/bedroom/bed_6.jpg,house_detailed_images/bedroom/bed_96.jpg,,,,house_detailed_images/bathroom/bath_34.jpg,house_detailed_images/bathroom/bath_317.jpg,house_detailed_images/bathroom/bath_427.jpg,house_detailed_images/bathroom/bath_489.jpg,,house_detailed_images/kitchen/kitchen_134.jpg,house_detailed_images/livingroom/living_446.jpg,house_detailed_images/dining/dining_58.jpg,For Sale
2965 Monterey Hwy,San Jose,CA,95188,"4,656",6,4,3104,Apartment,property_images/apartment_images/apartment_105.jpg,house_detailed_images/bedroom/bed_38.jpg,house_detailed_images/bedroom/bed_34.jpg,house_detailed_images/bedroom/bed_10.jpg,house_detailed_images/bedroom/bed_9.jpg,house_detailed_images/bedroom/bed_100.jpg,house_detailed_images/bedroom/bed_47.jpg,house_detailed_images/bathroom/bath_174.jpg,house_detailed_images/bathroom/bath_431.jpg,house_detailed_images/bathroom/bath_75.jpg,house_detailed_images/bathroom/bath_491.jpg,,house_detailed_images/kitchen/kitchen_578.jpg,house_detailed_images/livingroom/living_416.jpg,,Rent
9842 Berryessa Rd,San Jose,CA,95162,"3,314",2,2,2209,Apartment,property_images/apartment_images/apartment_106.jpg,house_detailed_images/bedroom/bed_33.jpg,house_detailed_images/bedroom/bed_2.jpg,,,,,house_detailed_images/bathroom/bath_274.jpg,house_detailed_images/bathroom/bath_193.jpg,,,,house_detailed_images/kitchen/kitchen_526.jpg,house_detailed_images/livingroom/living_32.jpg,,Rent
3532 Quimby Rd,San Jose,CA,95118,"2,848",5,3,1899,Apartment,property_images/apartment_images/apartment_107.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,house_detailed_images/bedroom/bed_28.jpg,,house_detailed_images/bathroom/bath_185.jpg,house_detailed_images/bathroom/bath_222.jpg,house_detailed_images/bathroom/bath_108.jpg,,,house_detailed_images/kitchen/kitchen_303.jpg,house_detailed_images/livingroom/living_205.jpg,,Rent
2368 Pomeroy Ave,San Jose,CA,95194,"1,524,000",2,3,3810,Apartment,property_images/apartment_images/apartment_108.jpg,house_detailed_images/bedroom/bed_42.jpg,house_detailed_images/bedroom/bed_7.jpg,,,,,house_detailed_images/bathroom/bath_19.jpg,house_detailed_images/bathroom/bath_375.jpg,house_detailed_images/bathroom/bath_190.jpg,,,house_detailed_images/kitchen/kitchen_521.jpg,house_detailed_images/livingroom/living_101.jpg,,For Sale
1792 Santa Teresa Blvd,San Jose,CA,95167,"979,200",5,2,2448,Apartment,property_images/apartment_images/apartment_109.jpg,house_detailed_images/bedroom/bed_56.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,,house_detailed_images/bathroom/bath_325.jpg,house_detailed_images/bathroom/bath_111.jpg,,,,house_detailed_images/kitchen/kitchen_77.jpg,house_detailed_images/livingroom/living_286.jpg,,For Sale
3793 Brophy Ct,San Jose,CA,95199,"6,042",6,4,4028,Apartment,property_images/apartment_images/apartment_110.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,house_detailed_images/bathroom/bath_442.jpg,house_detailed_images/bathroom/bath_416.jpg,house_detailed_images/bathroom/bath_344.jpg,house_detailed_images/bathroom/bath_63.jpg,,house_detailed_images/kitchen/kitchen_1000.jpg,house_detailed_images/livingroom/living_76.jpg,,Rent
7149 Senter Rd,San Jose,CA,95157,"1,595,200",6,1,3988,Single Family,property_images/single_family_images/single_family_99.jpg,house_detailed_images/bedroom/bed_89.jpg,house_detailed_images/bedroom/bed_19.jpg,house_detailed_images/bedroom/bed_66.jpg,house_detailed_images/bedroom/bed_41.jpg,house_detailed_images/bedroom/bed_20.jpg,house_detailed_images/bedroom/bed_85.jpg,house_detailed_images/bathroom/bath_199.jpg,,,,,house_detailed_images/kitchen/kitchen_445.jpg,house_detailed_images/livingroom/living_406.jpg,house_detailed_images/dining/dining_175.jpg,For Sale
5319 South Bascom Ave,San Jose,CA,95158,"7,000",3,2,4822,Single Family,property_images/single_family_images/single_family_100.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,,,,house_detailed_images/bathroom/bath_128.jpg,house_detailed_images/bathroom/bath_473.jpg,,,,house_detailed_images/kitchen/kitchen_596.jpg,house_detailed_images/livingroom/living_458.jpg,house_detailed_images/dining/dining_410.jpg,Rent
3529 Santa Teresa Blvd,San Jose,CA,95159,"7,000",6,2,5000,Single Family,property_images/single_family_images/single_family_101.jpg,house_detailed_images/bedroom/bed_54.jpg,house_detailed_images/bedroom/bed_37.jpg,house_detailed_images/bedroom/bed_98.jpg,house_detailed_images/bedroom/bed_81.jpg,house_detailed_images/bedroom/bed_21.jpg,house_detailed_images/bedroom/bed_75.jpg,house_detailed_images/bathroom/bath_322.jpg,house_detailed_images/bathroom/bath_15.jpg,,,,house_detailed_images/kitchen/kitchen_705.jpg,house_detailed_images/livingroom/living_198.jpg,house_detailed_images/dining/dining_228.jpg,Rent
1606 Blossom Hill Road,San Jose,CA,95125,"5,812",4,1,3875,Single Family,property_images/single_family_images/single_family_102.jpg,house_detailed_images/bedroom/bed_50.jpg,house_detailed_images/bedroom/bed_80.jpg,house_detailed_images/bedroom/bed_83.jpg,house_detailed_images/bedroom/bed_64.jpg,,,house_detailed_images/bathroom/bath_347.jpg,,,,,house_detailed_images/kitchen/kitchen_768.jpg,house_detailed_images/livingroom/living_20.jpg,house_detailed_images/dining/dining_487.jpg,Rent
3609 Senter Rd,San Jose,CA,95159,"2,800",1,1,1839,Single Family,property_images/single_family_images/single_family_103.jpg,house_detailed_images/bedroom/bed_59.jpg,,,,,,house_detailed_images/bathroom/bath_444.jpg,,,,,house_detailed_images/kitchen/kitchen_369.jpg,house_detailed_images/livingroom/living_495.jpg,house_detailed_images/dining/dining_450.jpg,Rent
7457 Silver Creek Valley Rd,San Jose,CA,95144,"1,033,600",3,1,2584,Single Family,property_images/single_family_images/single_family_104.jpg,house_detailed_images/bedroom/bed_26.jpg,house_detailed_images/bedroom/bed_65.jpg,house_detailed_images/bedroom/bed_32.jpg,,,,house_detailed_images/bathroom/bath_131.jpg,,,,,house_detailed_images/kitchen/kitchen_364.jpg,house_detailed_images/livingroom/living_73.jpg,house_detailed_images/dining/dining_481.jpg,For Sale
4121 Brophy Ct,San Jose,CA,95130,"862,800",6,3,2157,Single Family,property_images/single_family_images/single_family_105.jpg,house_detailed_images/bedroom/bed_30.jpg,house_detailed_images/bedroom/bed_25.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bedroom/bed_36.jpg,house_detailed_images/bedroom/bed_40.jpg,house_detailed_images/bedroom/bed_93.jpg,house_detailed_images/bathroom/bath_263.jpg,house_detailed_images/bathroom/bath_321.jpg,house_detailed_images/bathroom/bath_496.jpg,,,house_detailed_images/kitchen/kitchen_365.jpg,house_detailed_images/livingroom/living_333.jpg,house_detailed_images/dining/dining_119.jpg,For Sale
